dup_level,library_size,mt_content,sequencing_depth,mapping_rate,frac_open,frip,uniq_nuc_frags,plate,batch,stage,time_point,cell_type
zf_3.3hpf_plate1_319,0.682796,63643,0.474949,310315,77.55,6.8758,49.2552,59931,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_315,0.628726,17606,3.28002,71560,78.29,2.4717,56.0852,15481,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_062,0.698791,142345,0.247084,759279,77.46,15.3279,53.3548,135650,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_324,0.674565,63459,0.346635,317009,75.79,7.0319,50.8699,59510,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_371,0.692216,93460,0.098954,500607,79.09,11.2681,57.037,88842,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_024,0.676947,137026,0.185816,685505,76.32,14.4385,51.4974,128920,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_304,0.693751,66126,0.449228,357890,74.81,7.3167,50.4786,62714,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_241,0.674125,103942,0.339451,504686,78.06,12.162,55.4506,97473,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_341,0.696635,199028,0.178006,1065323,76.34,18.4455,48.9043,189543,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_044,0.689794,53007,1.137898,283660,78.81,7.4158,60.8001,49783,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_086,0.673396,18994,0.380739,91572,78.6,2.5381,54.5185,17792,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_161,0.692597,69653,0.636558,367258,77.62,9.3555,58.2443,65872,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_032,0.368457,32662,0.134235,53719,78.85,3.1578,61.8698,20087,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_085,0.660524,35809,0.212804,177845,77.57,5.4761,65.4373,33293,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_223,0.689123,14584,5.04766,78740,75.71,2.2751,60.0737,13149,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_288,0.713941,141609,0.492726,796688,78.39,14.9537,51.5075,135712,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_268,0.69055,58270,0.416983,310235,78.3,6.2801,50.3285,55167,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_006,0.702419,86175,7.793247,467987,77.71,10.0757,52.237,76030,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_110,0.6888,127412,1.411489,634008,76.76,12.1346,47.339,119299,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_299,0.731696,113751,0.117728,715890,75.45,12.8258,53.828,110294,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_183,0.685268,157566,0.921665,843312,75.54,15.4862,51.3959,147919,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_290,0.657703,32940,0.310072,156447,76.57,4.1595,52.2684,30543,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_010,0.680205,40145,0.303398,200077,77.52,5.3343,53.9837,37789,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_374,0.707767,63484,2.70692,359040,77.44,8.582,59.0168,59233,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_148,0.6853,104752,0.079581,537010,78.59,12.6903,56.8072,99191,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_145,0.675831,43453,2.924791,221480,78.7,6.1427,60.7902,39729,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_245,0.697561,107503,0.21929,578320,78.29,12.5186,55.1168,102379,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_031,0.699597,74790,0.149696,403972,77.87,8.5083,50.994,71371,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_190,0.705561,110946,0.086499,603123,79.37,13.8942,59.009,106268,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_236,0.69211,115848,0.329228,587596,79.86,13.2251,53.3784,109895,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_144,0.664063,80230,0.365699,393364,75.79,10.2352,58.1108,74651,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_042,0.724411,99775,0.157471,591611,79.46,12.9576,59.167,96374,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_280,0.693951,271585,0.297218,1436942,76.91,26.7666,54.0936,257964,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_262,0.687984,115157,0.070482,610896,78.42,14.1595,59.6808,109170,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_162,0.677836,143220,0.149529,737649,76.23,16.6669,57.9805,134889,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_146,0.698339,60144,0.142822,317366,78.67,7.0145,50.7568,57332,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_169,0.699669,100046,0.053344,551766,77.69,12.4287,58.5095,95554,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_217,0.732083,102149,0.170469,633134,77.17,11.6789,53.1461,98969,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_095,0.652816,43469,0.62064,204950,77.23,6.0902,60.8649,40031,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_175,0.673193,95361,0.250875,468458,77.04,10.9405,52.671,89461,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_218,0.667344,32532,0.325006,155993,77.45,4.0229,51.7842,30362,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_088,0.656547,18427,0.280439,82156,77.66,2.635,56.4764,17068,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_020,0.702416,80474,0.111606,424846,79.28,8.7819,49.1714,76971,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_292,0.699719,109365,0.312988,614720,75.32,12.7861,53.3854,104150,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_075,0.648132,16134,0.47683,73428,76.35,2.3574,57.2398,14819,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_205,0.716526,70171,1.040958,406109,75.66,8.5127,52.2616,66926,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_377,0.685651,67243,0.163127,333076,77.28,6.036,43.8851,63650,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_352,0.700974,127503,0.116469,686566,79.29,14.7331,54.5845,121779,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_325,0.670183,175935,0.325267,860224,78.38,18.7127,56.3348,164558,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_312,0.67606,17012,2.889416,87846,76.54,2.6839,62.447,15561,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_314,0.720903,138855,0.238551,808465,78.15,16.6689,56.6791,133823,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_164,0.729606,52930,0.925457,325363,78.95,7.6272,61.2672,50851,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_114,0.681074,61039,0.282599,311802,75.92,7.0218,50.9761,57516,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_199,0.696749,92762,0.178543,498723,78.33,9.9749,50.8927,88336,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_048,0.318144,11957,0.509338,16918,77.54,1.2066,68.3747,6446,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_261,0.674091,64369,0.219657,312295,77.77,7.9542,55.2296,60416,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_219,0.694734,60948,0.086067,325701,78.43,8.1438,58.6885,58044,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_077,0.700534,113967,0.134006,602178,78.02,13.2092,54.0285,108804,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_186,0.676019,106304,0.102897,529224,78.54,13.3647,59.6004,99997,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_018,0.687562,91092,0.218636,476857,77.79,9.6881,50.2221,86256,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_039,0.691929,74677,0.094325,402985,77.08,9.341,57.1715,70964,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_330,0.695151,201049,0.167992,1070087,75.67,18.959,50.2342,191354,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_066,0.663816,117042,0.340282,563100,77.11,14.3421,57.966,108949,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_239,0.696239,62184,0.215793,337188,76.34,7.4245,53.0076,59188,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_027,0.682304,104006,0.331442,543317,74.84,10.8191,49.8343,98032,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_111,0.699234,94917,0.249302,526725,75.58,10.6409,53.2806,90427,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_300,0.691092,149568,0.054843,784646,78.34,17.0031,56.5696,142146,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_287,0.649411,36374,0.874505,163148,78.07,4.403,52.854,33325,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_284,0.672496,68535,4.12099,335839,78.83,8.9056,58.1015,61748,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_356,0.702631,133635,0.603502,740991,77.06,14.9864,54.0646,127148,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_129,0.65719,120597,0.305917,544147,76.7,12.7571,50.2083,111779,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_179,0.68041,105380,0.152656,528800,77.86,12.4426,56.0129,99418,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_285,0.747313,123298,0.154418,782133,78.46,12.1514,48.1258,120266,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_375,0.642992,45878,2.70046,202589,78.62,6.7082,63.9101,41039,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_279,0.700282,89324,0.224885,497213,76.13,9.1989,49.2193,85185,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_326,0.685988,109947,0.087323,549171,80.77,13.9864,59.5043,104120,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_068,0.651072,66397,0.239308,305758,77.51,7.9023,54.9929,61280,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_105,0.712078,191091,0.311674,1073919,77.45,18.6049,51.0174,183273,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_277,0.685203,69781,0.722983,367265,77.66,9.3016,59.7338,65637,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_298,0.686438,131974,0.0743,686163,77.8,15.2019,56.073,125075,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_283,0.677876,60397,0.31075,303227,78.79,8.3452,61.5092,56782,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_127,0.694358,2886,0.763081,14103,80.43,0.4278,54.1969,2731,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_050,0.629142,24083,1.069421,103995,75.66,3.3432,56.3228,21647,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_076,0.686315,131863,0.109588,672703,77.65,15.1785,56.0933,124877,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_269,0.68582,67466,0.329945,350363,76.93,7.8875,52.4206,63739,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_182,0.682021,20417,4.112285,108632,73.71,2.6158,53.9958,18514,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_204,0.68818,29221,33.960767,128663,82.3,2.7216,38.342,18314,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_379,0.577598,74616,0.164107,259282,76.82,8.1422,52.7178,64486,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_207,0.684856,91770,0.105807,476503,79.41,11.3402,58.4812,86859,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_091,0.688163,79475,0.360575,415390,76.42,9.5219,54.2706,75163,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_318,0.68088,134889,0.276921,674176,79.04,16.1952,58.4755,127120,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_055,0.716648,315960,0.209746,1826366,78.12,31.0467,56.6915,304015,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_029,0.658173,62361,2.259644,290814,78.77,8.4312,59.7702,56707,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_256,0.347844,35036,0.185965,54839,77.98,3.4895,65.7262,20396,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_235,0.685384,104806,0.07351,531284,78.92,13.1765,59.444,99233,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_221,0.71916,108699,0.353505,634252,77.63,13.5853,57.8028,104578,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_311,0.6964,91847,0.111907,490861,79.06,11.9202,60.586,87475,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_092,0.669486,110250,0.337645,528958,77.56,13.5806,57.2434,103014,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_176,0.706404,163250,0.655055,890721,78.45,17.568,53.7937,155602,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_209,0.646093,31308,0.865771,137617,77.96,3.7587,51.7315,28626,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_289,0.548985,96278,0.457663,304506,76.86,9.9997,55.2284,80258,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_047,0.670356,103443,0.250345,490091,77.42,11.8844,53.1283,96823,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_069,0.69262,99265,0.088907,525617,78.49,12.0458,56.6611,94397,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_228,0.693864,116950,0.917044,603944,76.2,12.0352,48.9056,110315,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_364,0.70036,76630,0.214428,421368,76.53,9.5275,54.8192,73061,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_258,0.689744,92169,0.071942,476573,77.54,11.4524,55.9403,87508,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_141,0.677482,88984,0.15743,451051,76.68,10.6789,56.265,83715,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_005,0.695599,79438,0.183496,422051,78.15,9.7342,55.3808,75612,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_252,0.684936,21291,3.962114,110347,79.4,3.3999,63.312,19367,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_197,0.713379,63658,0.40805,368391,76.61,8.4359,56.6104,61017,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_051,0.68486,102582,0.242791,535136,77.39,10.9123,51.0262,96967,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_232,0.703063,88238,0.674924,488271,77.31,11.5909,59.1434,83884,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_120,0.672998,40674,2.346877,199615,77.91,5.8098,60.0691,37324,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_359,0.685829,52601,3.434165,274908,76.8,7.2346,58.6867,48140,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_090,0.685232,99451,0.411693,515058,77.89,11.7241,54.9446,93857,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_124,0.662098,31162,3.062208,149959,76.47,3.6498,51.5139,28174,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_308,0.6569,56330,0.534698,272286,76.29,7.4069,58.1503,52086,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_103,0.702201,121033,0.179653,661410,77.64,13.687,54.642,115571,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_168,0.669442,110816,0.03752,536816,77.69,13.8599,58.2702,103906,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_198,0.686921,81307,0.392966,434837,75.79,9.4842,54.8647,76803,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_003,0.498384,66916,0.106744,183167,76.69,7.8677,62.7826,52406,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_206,0.618698,48761,5.256571,208092,75.36,6.4326,59.2058,41635,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_372,0.669102,108004,0.369354,504795,77.75,11.1371,49.0781,100884,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_156,0.705963,121063,0.966217,664972,77.24,13.6641,54.05,115001,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_233,0.706479,116969,0.367241,638405,76.68,12.1109,49.479,111776,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_276,0.702295,157940,0.060873,869770,77.99,17.5005,55.8068,151042,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_362,0.667544,36938,0.68214,171464,79.23,4.5984,53.3471,34361,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_338,0.691983,123756,0.178358,637072,78.19,14.2508,54.5876,117531,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_041,0.647605,39544,1.877381,192851,79.58,5.4127,65.8413,35802,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_263,0.690244,68466,0.207412,363729,75.84,8.215,53.3831,64953,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_313,0.636975,6604,2.612434,27311,77.5,0.8975,52.1908,5890,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_291,0.66807,53504,0.508698,263144,74.9,6.2647,52.5964,49873,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_220,0.713357,95113,0.28392,550374,77.26,8.6524,45.4622,91315,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_152,0.690459,108969,0.302331,577290,76.42,12.4449,54.278,103216,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_303,0.693407,104252,0.11183,533497,77.37,11.4468,51.6628,99147,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_177,0.698742,106438,0.070815,578185,78.78,13.3069,59.8393,101602,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_251,0.698876,186828,0.128862,995996,78.55,20.1651,54.7981,178256,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_255,0.686344,71332,0.499682,365876,78.33,9.0751,57.3481,67305,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
zf_3.3hpf_plate1_327,0.681159,70835,2.747483,356185,79.22,9.5127,59.8059,65095,zf_3.3hpf_plate1,zf_3.3hpf_batch1,high,zf_3.3hpf,DEL_3.3hpf
