dup_level,library_size,mt_content,sequencing_depth,mapping_rate,frac_open,frip,uniq_nuc_frags,plate,batch,stage,time_point,cell_type
zf_3.7hpf_plate7_101,0.712402,123507,0.268291,732629,74.49,16.4728,51.9789,118210,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_334,0.680384,34665,0.76949,179470,76.99,5.9703,58.702,32368,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_332,0.683853,38144,0.677891,193401,78.54,6.5314,58.5848,35750,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_041,0.716565,49735,0.328143,285185,79.44,8.662,61.1098,47688,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_168,0.684327,19046,1.74063,109477,78.85,3.7075,70.1896,17669,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_006,0.703421,31773,7.832537,183165,73.99,5.0601,52.84,27959,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_300,0.688797,15925,2.003317,83569,78.61,3.156,62.1426,14773,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_052,0.691302,83992,0.206074,454360,75.32,11.8827,52.7317,79419,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_305,0.680364,36557,1.348328,185247,79.56,6.6655,62.8789,33949,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_127,0.687763,26696,0.784314,135535,78.02,4.3237,51.3924,25047,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_228,0.404701,62945,0.668757,124539,76.13,7.9629,63.8149,40549,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_280,0.703082,92795,0.308126,512490,78.17,14.3383,59.4842,88327,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_288,0.706611,111068,0.386776,627277,76.21,15.6002,54.3821,105852,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_199,0.70684,114245,0.583923,650199,75.48,16.008,54.2174,108623,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_254,0.718852,20583,1.832408,121759,78.58,3.9671,61.1131,19447,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_112,0.725776,29683,0.836908,181577,78.75,5.5046,61.6836,28437,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_156,0.707107,42914,0.957019,247008,77.65,7.4029,59.6347,40672,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_217,0.734636,33281,0.771854,210806,79.67,6.4209,65.2464,32011,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_042,0.73323,34895,0.573761,218070,78.02,5.7652,54.5265,33618,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_233,0.527429,73271,0.303123,227620,75.22,10.7502,62.8378,58873,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_208,0.685132,27286,0.644285,142072,78.89,5.1899,63.398,25599,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_356,0.680502,21343,0.75158,113426,76.83,4.0361,61.209,19940,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_269,0.662489,47773,0.628662,224221,79.57,8.2044,62.1699,44101,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_002,0.63758,22793,1.357662,104716,76.85,4.1459,61.8145,20489,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_158,0.725237,43216,1.188252,258913,77.83,7.4488,58.0099,41246,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_173,0.70306,104039,0.218393,583406,75.39,12.0093,47.5584,99145,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_082,0.64562,17594,1.251859,80086,77.62,3.2204,60.0676,15934,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_229,0.654843,55597,1.027897,263324,74.89,8.1756,52.2291,50839,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_242,0.701766,88773,0.988719,483588,77.86,13.3438,56.2324,83818,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_216,0.711851,106203,0.46225,619411,75.77,15.0377,54.4115,101422,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_224,0.692704,71245,0.235211,377398,78.26,11.7711,61.3478,67440,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_267,0.660098,14469,3.215243,68200,76.49,2.5153,54.1567,13004,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_123,0.727464,84883,0.133949,529063,75.09,9.9431,46.8845,82011,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_368,0.734859,77927,0.234155,527026,70.44,11.0802,51.4512,75414,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_319,0.672701,21886,1.088601,109178,79.64,4.2754,66.1826,20262,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_183,0.706687,25760,0.304321,145845,76.82,4.3095,54.9462,24570,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_163,0.692336,82957,0.230002,457732,74.24,11.973,53.8802,78514,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_245,0.694049,31720,0.318651,168748,79.18,5.9739,62.9651,30031,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_262,0.706189,153399,1.005286,836447,78.01,18.4785,49.6682,145151,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_247,0.706708,66708,0.60021,375772,77.79,10.8861,58.2,63428,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_028,0.68637,39912,0.453401,203820,76.26,6.2712,52.9431,37544,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_161,0.730764,82136,0.429897,508554,78.38,13.4533,60.8078,79212,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_297,0.671139,83216,0.75923,380175,77.92,7.2913,29.3678,77251,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_222,0.683209,33475,3.493201,176962,76.7,5.8061,58.1608,30445,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_062,0.685621,54800,0.577421,283088,77.07,8.3566,53.1372,51483,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_286,0.694442,101883,0.123981,551689,76.02,14.4428,54.0459,96669,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_102,0.710976,33258,0.370092,188675,76.59,5.8189,56.8091,31766,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_104,0.700577,35696,1.169247,198931,75.39,5.5319,51.2985,33641,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_367,0.690011,85227,0.173445,463713,74.19,11.8934,51.6205,80577,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_358,0.694451,52310,0.098598,281654,77.37,8.6382,58.5478,49648,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_331,0.705658,111678,0.499166,613774,77.02,15.7495,54.4424,106245,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_186,0.716581,62417,0.253245,369502,77.36,9.9303,57.7748,59869,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_070,0.68594,78100,1.444029,407584,76.32,11.4308,53.2372,72687,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_225,0.688095,85844,1.314947,445669,77.63,12.9711,57.1842,80152,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_253,0.636898,11122,16.712762,44365,79.16,1.7725,50.0741,8432,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_243,0.700381,84476,0.13537,467355,77.41,12.6618,56.7238,80411,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_145,0.704671,121594,0.52931,705641,74,16.5521,54.0933,115574,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_3.7hpf_plate7_345,0.676087,121911,0.427377,629912,75.71,15.4925,52.3742,113930,zf_3.7hpf_plate7,zf_3.7hpf_batch2,oblong_sphere,zf_3.7hpf,DEL_3.7hpf
zf_4.3hpf_plate8_078,0.83669,17296,1.228701,165592,82.05,4.3868,64.3851,17042,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_197,0.80237,141759,0.038367,1122111,79.27,21.5613,50.8817,140693,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,YSL
zf_4.3hpf_plate8_269,0.704225,93541,0.391322,472829,81.04,16.8487,56.2171,89345,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,EVL
zf_4.3hpf_plate8_204,0.862338,70903,0.204664,789586,81.69,13.3829,54.6367,70703,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,EVL
zf_4.3hpf_plate8_014,0.773116,34423,0.621557,234639,81.4,7.5175,58.5987,33736,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_319,0.830626,58823,0.44164,561200,80.08,11.9109,57.2086,58386,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_094,0.845748,14043,3.209929,148056,81.15,3.6053,63.1143,13569,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_007,0.757903,36753,2.09829,228517,81.38,7.8601,56.3115,35320,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_379,0.723994,42004,0.405575,225803,81.73,8.4464,56.2446,40518,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_076,0.839728,11567,0.762433,109239,82.7,2.9422,60.882,11454,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_263,0.827682,22928,1.1115,210724,81.3,5.4773,58.9555,22598,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_055,0.772565,8923,1.909308,61093,80.73,2.291,57.9441,8631,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_359,0.834661,13524,2.476092,132236,81.69,3.5471,63.9669,13155,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_046,0.80746,38363,0.632164,313361,81.67,8.4597,59.674,37882,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_316,0.858185,69586,0.319337,764903,80.74,12.9396,52.3893,69297,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_091,0.846743,33894,0.901327,365582,79.56,7.8561,60.8056,33534,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_058,0.800171,20042,1.447818,154432,81.4,4.7051,55.2157,19604,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_034,0.858984,30258,1.495203,339382,82.12,7.1886,64.1895,29778,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_123,0.866039,54207,1.151865,633755,80.85,11.1573,58.3243,53549,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_201,0.844483,14855,1.840987,147352,81.93,3.6808,57.718,14556,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_150,0.853548,38705,0.755322,415811,82.17,8.7533,64.5542,38367,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_009,0.738397,57051,0.487489,336626,80.95,11.4235,59.2857,55320,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_142,0.741996,57476,0.349382,344255,81.57,11.5083,60.8567,55903,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,EVL
zf_4.3hpf_plate8_172,0.834251,17865,1.251614,168403,82.2,4.4437,61.3571,17594,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_268,0.480272,4190,2.302427,9616,81.75,0.7832,53.4848,3140,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_280,0.855902,22709,0.387922,240372,82.27,5.4755,63.758,22597,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_305,0.853192,36431,0.431485,387652,80.33,7.7246,53.3502,36229,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_149,0.829849,5771,0.382343,53029,82.31,1.6265,66.7014,5732,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_096,0.81917,47886,0.813827,412537,80.78,9.8407,57.0979,47288,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_194,0.860101,47777,0.603331,525570,81.67,9.6575,56.534,47447,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_157,0.83771,8673,1.999307,84647,81.56,2.3387,63.9894,8480,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_018,0.840855,38911,0.481586,389404,80.92,8.9771,62.0191,38643,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_056,0.826075,30869,0.513637,275069,81.82,6.9122,56.3213,30603,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_102,0.866506,14373,0.960735,164441,82.4,3.7356,64.4737,14226,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_196,0.846446,18525,0.400108,192782,81.24,4.6755,62.1033,18421,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_059,0.820624,25792,1.273166,225407,80.48,6.0429,57.639,25357,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_293,0.859725,85518,0.380379,977726,80.34,16.0041,57.1979,85116,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_093,0.858071,34477,0.557427,388046,81.47,8.0486,63.5931,34252,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_005,0.796144,35120,1.151339,276072,81.7,8.2888,63.8721,34428,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_262,0.835587,28628,0.714411,285528,80.4,6.9405,62.996,28351,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_017,0.844174,22065,1.493689,229007,80.77,5.3718,61.0165,21697,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_238,0.85472,25586,0.907775,282850,81.1,6.0429,58.8039,25325,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_095,0.853853,93007,0.532848,1013622,80.87,17.4606,59.5283,92402,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_294,0.850324,34207,0.313232,368046,81.65,8.1449,64.4365,34053,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_049,0.827086,19784,0.806452,184410,82.41,4.9449,63.4307,19557,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_283,0.858723,22367,3.159402,249604,81.73,5.1638,59.7691,21640,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_338,0.847064,67330,1.307627,681474,81.29,12.6853,53.3531,66342,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_256,0.859828,34353,0.40789,379811,81.09,7.9131,60.4711,34183,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_141,0.862828,35266,0.998893,409204,81.42,8.0976,61.605,34887,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_308,0.854903,114142,0.352591,1239297,80.36,18.9145,52.1502,113611,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,EVL
zf_4.3hpf_plate8_224,0.85171,53152,1.077558,563762,80.88,10.9268,58.8258,52511,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_219,0.835038,14599,1.531383,142684,82.35,3.8133,66.2272,14339,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_253,0.828409,29857,1.159313,278092,82.23,7.253,68.4986,29414,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_062,0.714771,19407,1.079463,108194,81.79,4.657,62.0504,18511,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_311,0.846917,17932,0.575323,189542,80.77,4.6354,61.8332,17800,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_261,0.7954,21693,1.599182,170926,81.21,4.9466,55.7041,21167,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_323,0.857067,54634,0.337126,609668,81.83,11.3078,65.3063,54395,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_348,0.846184,25600,0.739523,260502,80.66,6.0963,57.1839,25368,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_326,0.836827,27742,0.462511,265702,80.59,6.453,56.6341,27547,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_067,0.861676,12801,1.547963,142404,81.9,3.1599,58.6272,12593,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_277,0.842241,26415,0.92554,263673,82.58,6.5029,66.7147,26119,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_189,0.839745,21200,1.002127,212785,81.58,5.3391,64.5119,20943,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_032,0.818881,20036,1.644358,175786,81.57,4.804,58.8535,19619,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_327,0.791144,6156,1.590425,50226,81.28,1.6755,65.6009,6002,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_020,0.803523,16676,2.632532,137487,81.58,4.174,63.8449,16126,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_176,0.865992,31699,0.830203,368900,81.54,7.1166,58.3809,31416,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_377,0.710984,28791,1.201732,154897,81.59,6.7669,64.2097,27377,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_353,0.8491,25593,0.226953,254195,81.63,5.9665,57.0453,25498,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,EVL
zf_4.3hpf_plate8_333,0.839954,59761,0.323646,595891,79.91,11.5074,52.367,59440,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,EVL
zf_4.3hpf_plate8_344,0.752149,10772,3.657728,64191,80.66,1.974,44.5797,10167,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_380,0.66107,19258,0.355852,84713,80.34,4.3638,56.2858,17921,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL2
zf_4.3hpf_plate8_275,0.870744,84147,0.422091,1002952,80.83,15.4721,54.8356,83750,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_026,0.85503,43930,0.483125,491656,80.56,9.8738,62.3391,43669,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_124,0.867274,22676,0.44566,266948,82.01,5.3069,61.5916,22562,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_264,0.786647,14301,0.869074,108066,80.71,3.5488,63.2693,14030,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_033,0.857559,90041,0.998321,990797,81.02,16.3525,56.533,89053,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_217,0.86168,11667,1.115114,134513,80.48,2.8318,59.6843,11528,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_136,0.832609,28012,1.464218,267392,81.18,6.778,61.7925,27524,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_236,0.84524,20292,1.313126,209783,80.85,4.9228,61.0431,19991,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_361,0.837372,9229,0.597307,87686,82.1,2.5448,65.215,9153,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_113,0.854749,34809,0.422778,371080,81.63,7.9506,60.4386,34623,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
zf_4.3hpf_plate8_363,0.806677,14195,2.4245,113687,82.3,3.2967,60.1623,13764,zf_4.3hpf_plate8,zf_4.3hpf_batch2,dome,zf_4.3hpf,DEL1
